event_attendence,event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,f1_record,f1_dob,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_record,f2_dob,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,winner
10249,January 27 2018,Randa Markos,Juliana Lima,6,1,3,46,18,0,0,2,1,5,Women's Strawweight,,U-DEC,Record: 9-7-1,Aug 10 1985,5' 4,63,3.17,2.92,Orthodox,41,61,0.3,28,1.67,53,115,Record: 9-5-0,Mar 15 1982,5' 5,65,2.11,1.94,Orthodox,44,55,0,31,1.72,70,115,Randa Markos
10249,January 27 2018,Ji Yeon Kim,Justine Kish,0,0,3,68,96,0,0,0,0,5,Women's Flyweight,,S-DEC,Record: 8-2-2,Oct 18 1989,5' 7,72,4.78,3.9,Orthodox,31,57,0,0,0,33,125,Record: 6-2-0,Apr 13 1988,5' 5,64,4.18,4.32,Orthodox,50,58,0.2,30,1,55,125,Ji Yeon Kim
10249,January 27 2018,Vinc Pichel,Joaquim Silva,0,0,3,60,45,0,0,1,0,5,Lightweight,,U-DEC,Record: 11-2-0,Nov 23 1982,5' 10,72,2.67,3.12,Orthodox,42,54,0.2,62,4.25,20,155,Record: 11-2-0,Feb 05 1989,5' 8,69,4.5,4.04,,38,57,0.8,50,0.26,64,155,Vinc Pichel
10249,January 27 2018,Niko Price,George Sullivan,3,0,2,24,21,3,0,2,1,4.21,Welterweight,Rear Naked Choke,SUB,Record: 13-2-0 (1 NC),Sep 29 1989,6' 0,76,4.29,2.93,Orthodox,32,54,1.6,28,1.29,66,170,Record: 17-7-0 (1 NC),Mar 13 1981,6' 0,73,2.42,3.53,Orthodox,39,57,0.7,20,1.37,38,170,Niko Price
10249,January 27 2018,Cory Sandhagen,Austin Arnett,1,1,2,80,32,0,0,1,1,3.48,Featherweight,Punches,KO/TKO,Record: 10-1-0,Apr 20 1992,5' 11,70,2.73,8.89,Switch,51,65,1.6,66,1.64,0,135,Record: 16-6-0,Oct 22 1991,6' 0,72,6.38,4.52,Orthodox,41,62,0.2,18,0.44,57,145,Cory Sandhagen
12437,February 10 2018,Yoel Romero,Luke Rockhold,0,0,3,45,45,0,0,0,0,1.48,Middleweight,Punch,KO/TKO,Record: 13-3-0,Apr 30 1977,6' 0,73,2.77,3.28,Southpaw,50,63,0,32,1.86,78,185,Record: 16-4-0,Oct 17 1984,6' 3,77,2.32,4.29,Southpaw,48,58,1.2,40,0.71,68,185,Yoel Romero
12437,February 10 2018,Curtis Blaydes,Mark Hunt,10,0,3,56,14,0,0,10,0,5,Heavyweight,,U-DEC,Record: 11-2-0 (1 NC),Feb 18 1991,6' 4,80,2.03,3.71,Orthodox,51,55,0,57,6.79,25,265,Record: 13-14-1 (1 NC),Mar 23 1974,5' 10,72,2.9,2.81,Orthodox,43,51,0.2,55,0.51,64,265,Curtis Blaydes
12437,February 10 2018,Tai Tuivasa,Cyril Asker,0,0,1,38,3,0,0,0,0,2.18,Heavyweight,Elbow,KO/TKO,Record: 10-1-0,Mar 16 1993,6' 2,75,3.06,4.42,Southpaw,52,59,0,0,0,100,264,Record: 9-4-0,Dec 24 1985,6' 0,74,5.82,3.35,Orthodox,39,35,0.9,62,4.41,100,247,Tai Tuivasa
12437,February 10 2018,Jake Matthews,Li Jingliang,4,0,3,63,49,1,0,2,0,5,Welterweight,,U-DEC,Record: 14-4-0,Aug 19 1994,5' 11,73,2.16,2.96,Orthodox,46,58,0.9,40,2.26,66,170,Record: 16-5-0,Mar 20 1988,6' 0,71,3.53,5.01,Orthodox,42,60,0,33,1.14,62,170,Jake Matthews
12437,February 10 2018,Tyson Pedro,Saparbeg Safarov,0,1,1,12,8,1,0,0,2,3.54,Light Heavyweight,Kimura,SUB,Record: 7-3-0,Sep 17 1991,6' 3,79,2.55,2.7,Orthodox,62,48,1.5,25,0.74,52,205,Record: 9-2-0,Oct 14 1986,6' 1,78,3.1,4.29,Orthodox,48,47,0,41,2.8,100,205,Tyson Pedro
12437,February 10 2018,Dong Hyun Ma,Damien Brown,0,0,3,67,46,0,0,0,0,5,Lightweight,,S-DEC,Record: 15-9-3,Sep 09 1988,5' 11,70,4.56,3.54,Orthodox,45,53,0,60,1.56,33,155,Record: 17-12-0,Dec 25 1984,5' 10,68,4.86,3.66,Orthodox,38,50,0.7,27,0.68,53,155,Dong Hyun Ma
12437,February 10 2018,Israel Adesanya,Rob Wilkinson,0,1,2,52,22,0,0,0,3,3.37,Middleweight,Punches,KO/TKO,Record: 17-0-0,Jul 22 1989,6' 4,80,2.49,4.44,Switch,51,65,0.5,0,0,85,185,Record: 11-2-0,Feb 22 1992,6' 3,80,5.66,2.74,Orthodox,50,39,0,25,4.47,0,185,Israel Adesanya
12437,February 10 2018,Alexander Volkanovski,Jeremy Kennedy,4,0,2,73,8,0,0,2,0,4.57,Featherweight,Punches,KO/TKO,Record: 19-1-0,Sep 29 1988,5' 6,71,2.61,6.06,Orthodox,60,61,0.6,41,3.37,71,145,Record: 11-1-0,Sep 16 1992,5' 11,71,2.58,2.22,Orthodox,46,47,0,52,5.73,66,145,Alexander Volkanovski
12437,February 10 2018,Jussier Formiga,Ben Nguyen,4,0,3,27,21,1,0,2,0,1.43,Flyweight,Rear Naked Choke,SUB,Record: 23-5-0,Apr 14 1985,5' 5,67,2.05,1.37,Orthodox,39,66,0.6,40,1.97,86,125,Record: 17-8-0,Aug 03 1988,5' 5,65,3.01,3.51,Switch,40,59,1,33,0.25,63,125,Jussier Formiga
12437,February 10 2018,Ross Pearson,Mizuto Hirota,0,0,3,58,77,0,0,0,0,5,Lightweight,,U-DEC,Record: 22-16-0 (1 NC),Sep 26 1984,5' 8,69,4.09,3.68,Orthodox,40,62,0,35,0.74,75,155,Record: 19-10-2,May 05 1981,5' 7,67,3.5,3.36,Orthodox,40,54,0.1,50,1.36,58,155,Ross Pearson
12437,February 10 2018,Jose Quinonez,Teruto Ishihara,1,0,3,49,33,0,0,2,1,5,Bantamweight,,U-DEC,Record: 8-3-0,Jul 28 1990,5' 8,69,2.49,3.38,,46,67,0.8,46,2.77,50,135,Record: 11-7-2,Jul 23 1991,5' 7,69,3.63,3.26,Southpaw,44,53,0,16,0.5,30,135,Jose Quinonez
12437,February 10 2018,Luke Jumeau,Daichi Abe,0,0,3,63,63,0,0,1,0,5,Welterweight,,U-DEC,Record: 13-4-0,Feb 12 1988,5' 11,72,3.51,3.38,Orthodox,49,54,0,100,0.33,91,170,Record: 6-2-0,Nov 27 1991,5' 11,71,4.49,3.8,Orthodox,33,56,0,50,0.33,0,170,Luke Jumeau
10444,February 03 2018,Lyoto Machida,Eryk Anders,0,0,5,62,32,0,0,0,3,5,Middleweight,,S-DEC,Record: 24-8-0,May 30 1978,6' 1,74,1.57,2.59,Southpaw,53,61,0.4,65,1.21,75,185,Record: 11-4-0,Apr 21 1987,6' 1,75,4.09,2.82,Southpaw,47,49,0.1,40,1.75,66,205,Lyoto Machida
10444,February 03 2018,Valentina Shevchenko,Priscila Cachoeira,4,0,2,95,2,2,0,2,0,4.25,Women's Flyweight,Rear Naked Choke,SUB,Record: 16-3-0,Mar 07 1988,5' 5,67,2.53,3.36,Southpaw,51,61,0.4,47,2.06,73,125,Record: 8-2-0,Aug 19 1988,5' 7,65,8.27,3.15,Orthodox,31,34,0,0,0,69,125,Valentina Shevchenko
10444,February 03 2018,Michel Prazeres,Desmond Green,3,1,3,36,33,3,0,3,3,5,Lightweight,,U-DEC,Record: 26-3-0,Jul 25 1981,5' 6,67,2.49,2.44,Orthodox,47,58,0.6,36,4.11,50,170,Record: 22-8-0,Oct 11 1989,5' 10,73,2.29,3.42,Southpaw,44,70,0,37,1.16,75,155,Michel Prazeres
10444,February 03 2018,Tim Johnson,Marcelo Golm,0,0,3,77,59,0,0,0,0,5,Heavyweight,,U-DEC,Record: 12-4-0,Mar 13 1985,6' 3,77,3.08,3.43,Southpaw,45,44,0,24,1.09,69,265,Record: 6-2-0,Sep 15 1992,6' 3,75,3.92,4.26,Orthodox,60,47,0.5,50,0.47,87,249,Tim Johnson
10444,February 03 2018,Douglas Silva de Andrade,Marlon Vera,0,0,3,97,72,0,0,1,0,5,Bantamweight,,U-DEC,Record: 25-3-0 (1 NC),Jun 22 1985,5' 7,68,4.54,3.77,Orthodox,36,57,0,50,0.78,60,135,Record: 13-5-1,Dec 02 1992,5' 8,70,3.92,3.3,Switch,45,52,1.3,37,0.77,68,135,Douglas Silva de Andrade
10444,February 03 2018,Thiago Santos,Anthony Smith,0,1,2,58,10,0,0,0,1,1.03,Middleweight,Kick,KO/TKO,Record: 21-6-0,Jan 07 1984,6' 2,76,2.16,5.01,Orthodox,50,60,0.1,40,1,67,205,Record: 31-14-0,Jul 26 1988,6' 4,76,4.31,3.09,Orthodox,47,43,0.8,28,0.46,50,205,Thiago Santos
10444,February 03 2018,Sergio Moraes,Tim Means,0,0,3,87,129,0,0,0,0,5,Welterweight,,S-DEC,Record: 14-5-1,Jul 23 1982,6' 0,72,3.27,2.48,Orthodox,43,63,0.5,40,1.33,75,170,Record: 28-11-1 (1 NC),Feb 20 1984,6' 2,75,3.31,4.82,Orthodox,45,62,0.2,52,0.88,63,170,Sergio Moraes
10444,February 03 2018,Alan Patrick,Damir Hadzovic,6,0,3,28,20,0,1,9,0,5,Lightweight,,U-DEC,Record: 15-2-0,Jul 19 1983,5' 11,74,2.39,1.88,Southpaw,43,45,0.4,40,3.92,66,155,Record: 13-4-0,Aug 08 1986,5' 9,70,2.97,3.42,Orthodox,48,68,0.3,50,0.59,31,155,Alan Patrick
10444,February 03 2018,Polyana Viana,Maia Stevenson,4,0,1,12,6,3,0,1,1,3.5,Women's Strawweight,Rear Naked Choke,SUB,Record: 10-3-0,Jun 14 1992,5' 5,67,3.34,3.99,Orthodox,42,54,1.3,28,0.89,50,115,Record: 6-5-0,Mar 19 1982,5' 4,62,3.13,1.57,Orthodox,54,33,0,100,3.91,50,115,Polyana Viana
10444,February 03 2018,Iuri Alcantara,Joe Soto,1,0,1,17,1,0,0,0,0,1.06,Bantamweight,Punches,KO/TKO,Record: 35-10-0 (1 NC),Aug 04 1980,5' 9,71,2.79,2.72,Southpaw,45,49,0.8,62,1.44,60,135,Record: 18-7-0,Mar 22 1987,5' 6,65,5.37,3.36,Orthodox,41,67,1.9,21,0.85,70,135,Iuri Alcantara
10444,February 03 2018,Deiveson Figueiredo,Joseph Morales,3,0,2,31,9,1,0,2,0,4.34,Flyweight,Punches,KO/TKO,Record: 15-1-0,Dec 18 1987,5' 5,68,1.65,1.91,Orthodox,48,52,2.9,46,1.82,47,125,Record: 9-2-0,Aug 22 1994,5' 6,69,1.72,1.58,Switch,37,60,2.6,50,0.53,23,125,Deiveson Figueiredo
10502,February 18 2018,Donald Cerrone,Yancy Medeiros,0,0,1,28,25,0,0,0,0,4.58,Welterweight,Punch,KO/TKO,Record: 35-11-0 (1 NC),Mar 29 1983,6' 1,73,4.06,4.2,Orthodox,48,54,1.4,35,1.29,72,155,Record: 15-6-0 (1 NC),Sep 07 1987,5' 10,75,5.21,3.99,Orthodox,35,46,0.6,33,0.14,74,155,Donald Cerrone
10502,February 18 2018,Derrick Lewis,Marcin Tybura,2,8,3,30,37,0,1,1,1,2.48,Heavyweight,Punch,KO/TKO,Record: 21-7-0 (1 NC),Feb 07 1985,6' 3,79,2.38,2.69,Orthodox,50,44,0,23,0.47,53,260,Record: 17-4-0,Nov 09 1985,6' 3,78,2.99,3.6,Orthodox,52,52,0.1,61,1.61,79,249,Derrick Lewis
10502,February 18 2018,James Vick,Francisco Trinaldo,0,2,3,68,26,0,1,1,3,5,Lightweight,,U-DEC,Record: 13-3-0,Feb 23 1987,6' 3,76,3.14,4.14,Orthodox,39,61,0.7,33,0.27,56,155,Record: 23-6-0,Aug 24 1978,5' 9,70,2.47,3.27,Southpaw,45,60,0.5,45,1.17,63,155,James Vick
10502,February 18 2018,Curtis Millender,Thiago Alves,0,1,2,47,33,0,0,0,1,4.17,Welterweight,Knee,KO/TKO,Record: 17-5-0,Dec 01 1987,6' 2,76,2.95,3.86,Orthodox,46,61,0,100,0.43,57,170,Record: 28-13-0,Oct 03 1983,5' 9,70,3.36,3.71,Orthodox,41,61,0.3,65,0.7,62,170,Curtis Millender
10502,February 18 2018,Brandon Davis,Steven Peterson,1,1,3,114,73,0,0,0,1,5,Featherweight,,U-DEC,Record: 10-5-0,May 08 1990,5' 10,72,4.62,5.03,Orthodox,34,63,0.2,33,0.2,57,135,Record: 17-8-0,May 29 1990,5' 10,70,5,4.38,Orthodox,34,56,0.5,25,2.25,85,145,Brandon Davis
10124,February 24 2018,Jeremy Stephens,Josh Emmett,0,0,2,24,18,0,0,0,0,1.35,Featherweight,Punch,KO/TKO,Record: 28-16-0,May 25 1986,5' 8,71,2.84,3.08,Orthodox,40,59,0.4,36,1.11,64,145,Record: 14-2-0,Mar 04 1985,5' 6,70,3.32,3.5,Orthodox,36,66,0.2,45,1.58,50,145,Jeremy Stephens
10124,February 24 2018,Jessica Andrade,Tecia Torres,8,1,3,92,69,0,0,10,2,5,Women's Strawweight,,U-DEC,Record: 19-6-0,Sep 25 1991,5' 1,62,5.04,6.58,Orthodox,51,51,0.5,58,3.2,75,115,Record: 10-4-0,Aug 16 1989,5' 1,60,3.23,4.18,Orthodox,48,64,0.1,16,0.75,50,115,Jessica Andrade
10124,February 24 2018,Ilir Latifi,Ovince Saint Preux,0,0,1,25,7,1,0,0,0,3.48,Light Heavyweight,Guillotine Choke,SUB,Record: 15-6-0 (1 NC),Jul 28 1983,5' 10,73,2.66,2.34,Orthodox,42,56,0.6,32,1.89,100,205,Record: 23-13-0,Apr 08 1983,6' 3,80,2.8,2.62,Southpaw,47,44,0.6,40,1.33,65,205,Ilir Latifi
10124,February 24 2018,Max Griffin,Mike Perry,0,1,3,78,45,0,0,0,1,5,Welterweight,,U-DEC,Record: 15-6-0,Nov 29 1985,5' 11,76,3.89,4.08,Orthodox,50,52,0.7,47,1.53,61,170,Record: 12-4-0,Sep 15 1991,5' 10,71,4.44,4.02,Orthodox,45,57,0,55,0.83,68,170,Max Griffin
10124,February 24 2018,Brian Kelleher,Renan Barao,0,0,3,94,116,0,0,1,0,5,Bantamweight,,U-DEC,Record: 19-10-0,Aug 19 1986,5' 6,66,5.98,5.01,Switch,45,54,0.6,26,1.25,84,135,Record: 36-8-0 (1 NC),Jan 31 1987,5' 6,70,3.83,3.78,Orthodox,36,58,0.6,45,1.46,91,135,Brian Kelleher
10124,February 24 2018,Marion Reneau,Sara McMann,0,1,2,23,9,1,0,0,2,3.4,Women's Bantamweight,Triangle Choke,SUB,Record: 9-5-1,Jun 20 1977,5' 6,68,2.93,3.46,Orthodox,41,65,1.1,100,0.35,51,135,Record: 11-5-0,Sep 24 1980,5' 6,66,2.06,2.37,Orthodox,44,47,0.5,64,4.67,66,135,Marion Reneau
10502,February 18 2018,Sage Northcutt,Thibault Gouti,1,2,3,63,28,0,1,1,4,5,Lightweight,,U-DEC,Record: 11-2-0,Mar 01 1996,6' 0,71,1.96,3.58,Orthodox,52,58,0.6,34,1.81,41,170,Record: 12-5-0,Feb 27 1987,5' 10,72,5.64,3.68,Orthodox,34,50,0.3,80,1.23,83,155,Sage Northcutt
10502,February 18 2018,Diego Ferreira,Jared Gordon,2,0,1,29,8,0,0,0,0,1.58,Lightweight,Punch,KO/TKO,Record: 15-2-0,Jan 18 1985,5' 9,74,3.03,4.7,Orthodox,37,59,1.2,23,0.7,67,155,Record: 14-3-0,Sep 06 1988,5' 9,68,4.41,7.48,Orthodox,53,60,0,40,3.46,75,155,Diego Ferreira
10502,February 18 2018,Geoff Neal,Brian Camozzi,0,0,1,14,7,1,0,0,0,2.48,Welterweight,Rear Naked Choke,SUB,Record: 11-2-0,Aug 28 1990,5' 11,75,3.71,6.01,Southpaw,45,67,0.6,0,0,91,170,Record: 7-5-0,Jun 24 1991,6' 2,78,6.39,3.15,Orthodox,26,54,0.7,0,0,0,170,Geoff Neal
10502,February 18 2018,Roberto Sanchez,Joby Sanchez,2,0,1,2,1,1,0,3,0,1.5,Flyweight,Rear Naked Choke,SUB,Record: 8-2-0,Mar 05 1986,5' 6,66,1.78,0.96,Orthodox,40,46,0.7,62,3.61,50,125,Record: 11-4-0,Jun 24 1991,5' 6,68,2.82,3.22,Orthodox,36,63,0.4,71,0.95,51,135,Roberto Sanchez
10502,February 18 2018,Lucie Pudilova,Sarah Moras,2,1,3,75,43,0,2,0,2,5,Women's Bantamweight,,U-DEC,Record: 8-4-0,Jun 13 1994,5' 8,67,4.21,4.87,Orthodox,38,53,0.8,0,0,64,125,Record: 5-5-0,Apr 30 1988,5' 7,67,3.18,1.85,,37,44,0.9,22,0.95,38,135,Lucie Pudilova
10502,February 18 2018,Alex Morono,Joshua Burkman,0,0,1,7,4,1,0,0,0,2.12,Welterweight,Guillotine Choke,SUB,Record: 16-5-0 (1 NC),Aug 16 1990,5' 11,72,2.69,4.26,Orthodox,42,63,0.7,0,0,36,170,Record: 29-17-0 (1 NC),Apr 10 1980,5' 10,72,3.13,2.69,Orthodox,43,51,0.3,36,2.53,72,170,Alex Morono
10502,February 18 2018,Oskar Piechota,Tim Williams,0,0,1,17,8,0,0,0,0,1.54,Middleweight,Punch,KO/TKO,Record: 11-1-1,Jan 24 1990,6' 0,76,2.83,3.58,Southpaw,57,58,2.8,50,1.12,25,185,Record: 15-5-0,Jul 03 1986,6' 2,76,3.55,3.07,Orthodox,38,48,0,40,1.81,100,185,Oskar Piechota
10124,February 24 2018,Angela Hill,Maryna Moroz,1,0,3,114,84,0,0,1,0,5,Women's Strawweight,,U-DEC,Record: 8-6-0,Jan 12 1985,5' 3,64,5.29,5.58,Orthodox,51,63,0,60,0.4,72,115,Record: 9-3-0,Sep 08 1991,5' 7,67,3.87,3.25,Orthodox,25,55,0.5,14,0.33,47,125,Angela Hill
10124,February 24 2018,Alan Jouban,Ben Saunders,1,0,2,78,33,0,0,0,0,2.38,Welterweight,Punch,KO/TKO,Record: 16-7-0,Nov 25 1981,6' 0,73,3.34,4.85,Southpaw,50,61,0,50,0.59,62,170,Record: 22-11-2,Apr 13 1983,6' 2,77,3.58,3.19,Orthodox,50,51,1,40,0.22,68,170,Alan Jouban
10124,February 24 2018,Sam Alvey,Marcin Prachnio,1,0,1,10,15,0,0,1,0,4.23,Light Heavyweight,Punch,KO/TKO,Record: 33-12-0 (1 NC),May 06 1986,6' 2,75,3.28,3.17,Southpaw,45,55,0.1,20,0.1,84,205,Record: 13-4-0,Jul 14 1988,6' 3,74,2.92,2.39,Orthodox,39,52,0,0,0,0,205,Sam Alvey
10124,February 24 2018,Rani Yahya,Russell Doane,5,1,3,17,2,2,0,2,1,2.32,Bantamweight,Arm Triangle,SUB,Record: 26-10-0 (1 NC),Sep 12 1984,5' 6,67,1.61,1.59,Orthodox,36,52,2.1,32,2.92,22,135,Record: 15-8-0,Aug 13 1986,5' 7,70,1.68,1.75,Orthodox,40,53,0.8,45,2.11,52,135,Rani Yahya
10124,February 24 2018,Alex Perez,Eric Shelton,1,0,3,29,41,0,0,5,0,5,Flyweight,,U-DEC,Record: 22-5-0,Mar 21 1992,5' 6,65,3.11,4.68,Orthodox,48,61,1.2,47,3.13,87,135,Record: 12-6-0,Feb 02 1991,5' 6,68,1.88,2.57,Orthodox,42,63,0.2,51,2.83,46,125,Alex Perez
10124,February 24 2018,Manny Bermudez,Albert Morales,4,1,2,12,19,3,0,1,1,2.33,Bantamweight,Guillotine Choke,SUB,Record: 14-0-0,Jul 16 1994,5' 10,71,2.57,1.88,Orthodox,51,58,7.7,33,2.57,0,135,Record: 7-4-1,May 25 1991,5' 9,72,3.96,3.81,Orthodox,35,56,0.2,35,0.91,70,135,Manny Bermudez
12041,March 03 2018,Cris Cyborg,Yana Kunitskaya,0,1,1,33,5,0,0,1,1,3.25,Women's Featherweight,Punches,KO/TKO,Record: 20-2-0 (1 NC),Jul 09 1985,5' 8,68,1.92,6.99,Orthodox,52,69,0.3,55,0.84,91,145,Record: 12-4-0 (1 NC),Nov 11 1989,5' 6,68,4.01,5.24,Orthodox,50,50,0.5,53,3.14,0,135,Cris Cyborg
12041,March 03 2018,Brian Ortega,Frankie Edgar,0,0,1,25,27,0,0,0,0,4.44,Featherweight,Punch,KO/TKO,Record: 14-1-0 (1 NC),Feb 21 1991,5' 8,69,7.36,4.07,Switch,33,50,1.4,16,0.51,56,145,Record: 22-6-1,Oct 16 1981,5' 6,68,2.22,3.59,Orthodox,40,70,0.4,33,2.47,65,145,Brian Ortega
12041,March 03 2018,Sean O'Malley,Andre Soukhamthath,1,4,3,63,25,3,0,0,4,5,Bantamweight,,U-DEC,Record: 10-0-0,Oct 24 1994,5' 11,72,4.06,6.75,Switch,56,66,1.3,50,1.31,61,135,Record: 13-7-0,Oct 23 1988,5' 9,70,3.96,3,Orthodox,45,52,0.2,66,1.48,62,135,Sean O'Malley
12041,March 03 2018,Andrei Arlovski,Stefan Struve,2,0,3,46,34,0,0,4,0,5,Heavyweight,,U-DEC,Record: 27-17-0 (2 NC),Feb 04 1979,6' 3,77,2.57,3.12,Orthodox,42,58,0.3,36,0.58,78,240,Record: 33-11-0,Feb 18 1988,6' 11,84,3.89,3.01,Orthodox,45,47,1.8,53,0.61,54,265,Andrei Arlovski
12041,March 03 2018,Ketlen Vieira,Cat Zingano,7,0,3,41,59,1,0,2,0,5,Women's Bantamweight,,S-DEC,Record: 10-0-0,Aug 26 1991,5' 8,68,3.69,2.62,Orthodox,36,56,0.8,57,2.21,92,135,Record: 10-4-0,Jul 01 1982,5' 6,68,1.63,2.57,Southpaw,61,47,0.8,65,2.77,42,145,Ketlen Vieira
12041,March 03 2018,Mackenzie Dern,Ashley Yoder,1,0,3,70,52,1,0,1,0,5,Women's Strawweight,,S-DEC,Record: 7-0-0,Mar 24 1993,5' 4,63,3.32,4.87,Orthodox,48,65,1.7,16,0.86,0,115,Record: 6-4-0,Oct 20 1987,5' 7,69,3.65,2.67,Southpaw,35,51,0.8,50,1.25,64,115,Mackenzie Dern
12041,March 03 2018,Alexander Hernandez,Beneil Dariush,1,0,1,8,4,0,0,0,0,0.42,Lightweight,Punch,KO/TKO,Record: 10-2-0,Oct 01 1992,5' 9,72,4.22,3.93,Orthodox,48,49,0,33,2.46,57,155,Record: 16-4-1,May 06 1989,5' 10,72,2.68,3.91,Southpaw,48,60,0.8,31,1.59,80,155,Alexander Hernandez
12041,March 03 2018,John Dodson,Pedro Munhoz,0,0,3,76,69,0,0,0,1,5,Bantamweight,,S-DEC,Record: 21-11-0,Sep 26 1984,5' 3,66,3.55,3.28,Orthodox,40,61,0,28,0.8,81,135,Record: 18-3-0 (1 NC),Sep 07 1986,5' 6,64,5.35,5.03,Orthodox,43,58,1.2,21,1.06,76,135,John Dodson
12041,March 03 2018,CB Dollaway,Hector Lombard,0,0,1,13,19,0,0,0,0,5,Middleweight,,DQ,Record: 18-10-0,Aug 10 1983,6' 2,76,2.58,2.65,Orthodox,47,54,1.2,54,3.55,62,185,Record: 34-10-1 (2 NC),Feb 02 1978,5' 9,71,3.35,3.02,Southpaw,46,53,0.5,48,1.69,77,185,CB Dollaway
12041,March 03 2018,Zak Ottow,Mike Pyle,0,0,1,22,4,0,0,0,0,2.34,Welterweight,Punches,KO/TKO,Record: 17-7-0,Dec 22 1986,5' 11,72,2.73,2.63,Orthodox,36,58,0.4,29,0.97,57,170,Record: 27-14-1,Sep 18 1975,6' 0,74,2.84,2.74,Orthodox,45,60,1.5,35,1.8,70,170,Zak Ottow
12041,March 03 2018,Cody Stamann,Bryan Caraway,0,3,3,95,59,0,0,0,1,5,Bantamweight,,S-DEC,Record: 18-2-0,Nov 09 1989,5' 6,64,3.29,4.59,Orthodox,47,63,0,51,3.28,86,135,Record: 21-10-0,Aug 04 1984,5' 8,68,3.61,2.53,Orthodox,34,54,0.8,25,2.57,80,135,Cody Stamann
12041,March 03 2018,Jordan Johnson,Adam Milstead,0,0,3,59,58,0,0,2,0,5,Light Heavyweight,,S-DEC,Record: 10-0-0,Nov 18 1988,6' 2,79,2.64,3.45,Orthodox,47,53,1.2,42,3.25,100,205,Record: 8-3-0 (1 NC),Jul 03 1987,6' 3,76,4.79,3.85,Orthodox,46,43,0,0,0,64,205,Jordan Johnson
17026,April 07 2018,Khabib Nurmagomedov,Al Iaquinta,7,0,5,134,41,1,0,6,0,5,Lightweight,,U-DEC,Record: 27-0-0,Sep 20 1988,5' 10,70,1.7,4.29,Orthodox,49,66,0.6,44,5.09,84,155,Record: 14-4-1,Apr 30 1987,5' 9,70,4.05,4.3,Orthodox,41,62,0.3,22,0.81,73,155,Khabib Nurmagomedov
17026,April 07 2018,Rose Namajunas,Joanna Jedrzejczyk,0,0,5,105,145,0,0,1,0,5,Women's Strawweight,,U-DEC,Record: 9-3-0,Jun 29 1992,5' 5,65,3.72,3.72,Orthodox,41,60,0.9,59,2.34,45,115,Record: 15-3-0,Aug 18 1987,5' 6,65,2.77,6.07,Orthodox,46,65,0,66,0.14,80,125,Rose Namajunas
17026,April 07 2018,Renato Moicano,Calvin Kattar,0,0,3,116,41,0,0,0,0,5,Featherweight,,U-DEC,Record: 13-2-1,May 21 1989,5' 11,72,3.53,5.6,Orthodox,46,67,0.4,54,1.18,76,145,Record: 19-3-0,Mar 26 1988,5' 11,72,6.66,5.03,Orthodox,41,55,0,33,0.67,75,145,Renato Moicano
17026,April 07 2018,Zabit Magomedsharipov,Kyle Bochniak,1,0,3,97,43,0,0,5,0,5,Featherweight,,U-DEC,Record: 17-1-0,Mar 01 1991,6' 1,73,2.44,4.53,Orthodox,53,66,1,59,6.23,77,145,Record: 8-4-0,Feb 05 1987,5' 7,70,4.73,2.6,Orthodox,32,58,0,18,1.17,62,145,Zabit Magomedsharipov
17026,April 07 2018,Chris Gruetzemacher,Joe Lauzon,0,0,2,128,48,0,0,0,0,5,Lightweight,,KO/TKO,Record: 14-3-0,Jun 16 1986,5' 8,68,5.09,7.12,Orthodox,58,56,0,0,0,62,155,Record: 27-16-0,May 22 1984,5' 10,71,5.39,2.74,Orthodox,38,54,2.1,45,2.34,54,155,Chris Gruetzemacher
17026,April 07 2018,Karolina Kowalkiewicz,Felice Herrig,1,0,3,126,86,0,0,0,0,5,Women's Strawweight,,S-DEC,Record: 13-4-0,Oct 15 1985,5' 3,64,5.05,5.52,Orthodox,39,56,0,14,0.13,83,115,Record: 14-8-0,Sep 18 1984,5' 4,65,4.89,3.69,Orthodox,36,50,0.9,30,1.2,76,115,Karolina Kowalkiewicz
17026,April 07 2018,Olivier Aubin-Mercier,Evan Dunham,0,0,1,13,4,0,0,0,0,0.53,Lightweight,Knees,KO/TKO,Record: 12-4-0,Feb 23 1989,5' 9,70,2.95,2.59,Southpaw,51,55,0.6,35,2.63,65,155,Record: 18-8-1,Dec 18 1981,5' 10,70,3.54,5.35,Southpaw,39,61,1,33,1.83,80,155,Olivier Aubin-Mercier
17026,April 07 2018,Ashlee Evans-Smith,Bec Rawlings,0,0,3,116,88,0,0,1,0,5,Women's Flyweight,,U-DEC,Record: 6-4-0,Jul 09 1987,5' 8,67,4.39,4.86,Orthodox,35,57,0,25,1.3,72,125,Record: 7-8-0,Feb 11 1989,5' 6,64,5.66,4.48,Orthodox,42,57,0.4,40,0.71,68,125,Ashlee Evans-Smith
