date_of_birth,fighter_name,fighter_record,height,reach,sapm,slpm,stance,strike_acc,strike_def,sub_avg,td_acc,td_avg,td_def,weight
Dec 20 1990,Robert Whittaker,Record: 21-4-0,"6' 0""",73,3.65,4.82,Orthodox,40,61.0,0.0,57,0.37,84,185
May 24 1991,Emily Whitmire,Record: 4-2-0,"5' 5""",63,2.96,3.57,,32,57.0,0.8,66,1.65,75,115
Jul 12 1981,Mitch Whitesel,Record: 16-20-0 (1 NC),"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Dec 13 1980,Garett Whiteley,Record: 8-3-0,"6' 0""",72,4.04,3.72,Orthodox,48,46.0,0.9,0,0.0,27,155
Jun 29 1981,Mike Whitehead,Record: 27-7-0,"6' 1""",,2.36,1.62,Orthodox,33,59.0,0.3,43,3.59,77,205
Apr 12 1983,Rob Whiteford,Record: 12-4-0,"5' 9""",69,1.99,2.33,Southpaw,46,62.0,0.0,30,1.9,45,145
Jul 01 1990,Craig White,Record: 14-9-0,"6' 2""",76,3.28,1.23,Orthodox,40,39.0,0.8,0,0.0,50,170
Oct 22 1988,Alex White,Record: 13-5-0,"6' 0""",71,2.87,3.77,Southpaw,42,62.0,0.6,50,1.05,72,155
--,Steve White,Record: 1-4-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,175
Dec 03 1971,Vernon White,Record: 26-33-2,"6' 0""",,2.2,2.11,Southpaw,38,54.0,0.0,28,0.88,44,205
Oct 11 1978,Coty Wheeler,Record: 14-4-0,"5' 6""",67,3.16,1.88,Orthodox,22,59.0,2.6,37,0.87,33,135
--,Aaron Wetherspoon,Record: 8-4-0 (1 NC),--,,4.33,2.27,,32,45.0,0.0,0,0.0,77,170
Aug 20 1984,Sheldon Westcott,Record: 10-3-1,"6' 1""",71,3.73,2.26,Southpaw,40,37.0,0.0,37,3.23,14,170
--,Dustin West,Record: 4-4-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Dec 02 1977,Mike Wessel,Record: 10-4-0,"6' 0""",,6.43,1.82,Orthodox,56,22.0,0.0,50,6.29,0,260
Jul 30 1977,Fabricio Werdum,Record: 23-8-1,"6' 4""",77,2.45,3.61,Orthodox,51,56.0,1.1,30,1.65,31,231
Sep 13 1975,Christian Wellisch,Record: 8-5-0,"6' 2""",77,3.04,3.12,Orthodox,27,56.0,1.2,42,1.22,45,234
Sep 19 1967,Mark Weir,Record: 20-18-1,"6' 2""",,2.5,1.54,Southpaw,56,38.0,2.4,50,0.8,25,185
Jun 17 1984,Chris Weidman,Record: 14-4-0,"6' 2""",78,3.23,3.15,Orthodox,42,51.0,1.0,52,3.76,73,185
Nov 22 1984,Daniel Weichel,Record: 39-9-0,"5' 10""",70,4.05,5.71,,42,61.0,0.0,50,0.84,83,145
Nov 15 1986,Royston Wee,Record: 4-1-0,"5' 7""",67,2.45,1.1,Orthodox,60,49.0,0.0,81,3.38,0,135
Aug 20 1988,Emil Meek,Record: 9-4-1 (1 NC),"5' 11""",74,2.64,2.24,Switch,38,32.0,1.3,50,0.33,48,170
--,Stephanie Webber,Record: 1-2-0,"5' 6""",,3.85,0.91,,80,15.0,0.0,40,6.79,0,135
Apr 28 1989,Jonavin Webb,Record: 8-2-0 (1 NC),"5' 10""",71,2.27,1.47,Orthodox,30,64.0,1.0,31,2.5,40,170
--,Enrique Watson,Record: 3-1-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Jul 13 1982,Tom Watson,Record: 17-9-0,"6' 1""",73,4.41,4.01,Orthodox,44,50.0,0.0,7,0.15,43,185
Jul 16 1984,Walel Watson,Record: 9-5-0,"5' 11""",69,3.79,2.1,Orthodox,29,43.0,1.4,0,0.0,61,135
Sep 22 1984,Maka Watson,Record: 4-2-0,--,,1.6,0.93,,37,22.0,0.0,100,2.0,33,155
Aug 09 1979,Kyle Watson,Record: 13-7-1,"6' 0""",,3.25,3.67,,35,62.0,0.0,0,0.0,100,155
--,Blake Watkins,Record: 5-1-0,--,,7.64,5.45,,62,61.0,0.0,0,0.0,0,185
--,Sam Watford,Record: 2-2-0,--,,0.73,0.13,,18,62.0,1.0,40,2.0,60,155
Jan 06 1986,Michelle Waterson,Record: 17-6-0,"5' 3""",62,3.07,3.61,Orthodox,58,51.0,1.3,65,2.19,62,115
Apr 11 1989,Dominic Waters,Record: 9-5-0,"6' 1""",79,2.53,0.48,Orthodox,23,39.0,0.0,52,4.07,28,170
--,Andy Waters,Record: 1-2-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Nov 23 1965,Ron Waterman,Record: 16-6-2,"6' 2""",,1.37,0.84,Orthodox,50,42.0,2.8,69,4.19,50,280
May 18 1983,Kazuhisa Watanabe,Record: 0-1-0,"5' 6""",,0.94,0.62,,50,0.0,0.0,0,0.0,14,139
Jan 31 1976,Kengo Watanabe,Record: 8-13-3 (1 NC),"6' 4""",,3.4,0.6,Orthodox,40,35.0,0.0,100,1.0,37,220
Dec 11 1989,Idris Wasi,Record: 2-14-0,"6' 0""",,3.53,0.4,,31,46.0,0.0,0,0.0,20,186
--,Merritt Warren,Record: 3-3-0,"5' 10""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,155
--,Brian Warren,Record: 15-15-1,"6' 0""",,4.63,1.16,Orthodox,21,57.0,0.0,0,0.0,0,185
Oct 31 1976,Joe Warren,Record: 7-3-0,"5' 6""",,2.39,2.15,Orthodox,46,52.0,0.0,46,6.14,60,135
Mar 31 1986,Terrion Ware,Record: 17-9-0,"5' 8""",71,6.07,4.02,Orthodox,32,50.0,0.0,22,0.5,44,135
Dec 17 1980,Charlie Ward,Record: 3-3-0,"5' 11""",73,7.21,1.64,Orthodox,19,53.0,0.0,0,0.0,0,170
Jun 28 1988,Brennan Ward,Record: 14-5-0,"5' 10""",71,2.76,7.2,,60,52.0,3.6,0,0.0,100,170
--,Curt Warburton,Record: 7-3-0,"6' 0""",73,3.44,2.13,Orthodox,42,43.0,0.9,50,2.35,83,155
Apr 04 1991,An Ying Wang,Record: 2-2-0,"6' 0""",,1.63,1.32,Orthodox,26,44.0,0.0,0,0.0,33,170
Jan 14 1986,Sai Wang,Record: 8-5-1,"6' 0""",72,2.27,3.17,Southpaw,46,53.0,0.0,0,0.0,77,170
May 28 1977,Andy Wang,Record: 7-8-1 (1 NC),"5' 6""",,10.29,3.43,Orthodox,36,62.0,0.0,0,0.0,0,155
--,Dimitiri Wanderley,Record: 5-2-0,--,,4.31,0.92,Orthodox,25,30.0,0.0,20,1.16,0,205
--,Erick Wanderlei,Record: 3-3-0,"6' 1""",,2.66,0.63,Orthodox,41,40.0,1.9,66,3.8,0,205
Nov 28 1988,Patrick Walsh,Record: 5-3-0,"5' 11""",71,2.83,2.03,,19,64.0,1.5,54,3.0,100,185
Dec 01 1988,Richard Walsh,Record: 9-6-0,"6' 0""",73,2.72,3.84,,46,58.0,0.2,40,1.55,66,170
--,Cory Walmsley,Record: 8-2-0,"6' 0""",,1.18,0.79,Orthodox,100,50.0,0.0,0,0.0,0,205
Mar 14 1984,Jimmy Wallhead,Record: 29-11-0,"5' 10""",73,6.65,3.19,Orthodox,26,49.0,0.0,0,0.0,100,170
Mar 01 1989,Randall Wallace,Record: 15-6-0,"5' 11""",73,4.11,1.13,Orthodox,38,45.0,0.0,50,2.13,0,185
--,Jeremy Wallace,Record: 4-5-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,
Nov 21 1981,Rodney Wallace,Record: 11-4-1,"5' 9""",72,3.44,1.13,Switch,46,45.0,1.0,54,6.0,28,205
Nov 10 1975,Crafton Wallace,Record: 18-6-1,"6' 0""",,2.36,1.55,Orthodox,44,47.0,0.0,0,0.0,42,185
Mar 25 1989,Ben Wall,Record: 7-2-1,"5' 10""",73,8.53,1.47,Orthodox,29,29.0,0.0,0,0.0,100,155
Jan 04 1980,Donny Walker,Record: 15-8-0,"5' 9""",,3.85,1.81,,37,46.0,1.7,0,0.0,57,135
Mar 03 1962,Herschel Walker,Record: 2-0-0,"6' 1""",,0.45,3.42,Orthodox,67,46.0,0.0,100,1.94,100,215
Mar 30 1992,Johnny Walker,Record: 17-3-0,"6' 5""",82,3.26,5.73,Orthodox,69,29.0,2.5,100,0.84,100,205
--,Andre Walker,Record: 1-5-0,"5' 11""",,4.36,2.28,Southpaw,31,34.0,0.0,0,0.0,0,205
Sep 19 1986,Chase Waldon,Record: 11-2-0,"6' 1""",75,6.72,1.03,Orthodox,28,38.0,0.0,33,7.76,0,185
Apr 25 1988,TJ Waldburger,Record: 16-9-0,"5' 11""",75,2.39,2.02,Orthodox,51,40.0,4.8,46,3.03,40,170
--,Neil Wain,Record: 10-3-0,"5' 10""",,8.57,2.64,Orthodox,50,43.0,0.0,0,0.0,50,242
--,James Wade,Record: 4-10-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,205
Sep 30 1987,Chris Wade,Record: 12-3-0,"5' 10""",70,1.75,1.7,Orthodox,53,51.0,1.1,51,2.6,55,155
--,Mark Vorgeas,Record: 5-3-1,"5' 10""",,4.19,3.87,,32,51.0,0.8,0,0.0,50,135
--,Milco Voorn,Record: 20-10-1,--,,0.0,0.0,Orthodox,0,100.0,0.0,0,0.0,0,220
Oct 24 1988,Alexander Volkov,Record: 30-7-0,"6' 7""",80,2.39,5.31,Orthodox,60,56.0,0.3,75,0.86,75,250
Aug 01 1975,Jason Von Flue,Record: 14-12-1,"6' 0""",,3.23,1.89,Orthodox,36,52.0,1.5,16,0.62,58,170
Sep 29 1988,Alexander Volkanovski,Record: 19-1-0,"5' 6""",71,2.61,6.06,Orthodox,60,61.0,0.6,41,3.37,71,145
Sep 05 1980,Jacob Volkmann,Record: 15-4-0,"5' 9""",71,1.78,1.19,Southpaw,34,52.0,2.0,48,3.19,52,155
Apr 26 1979,Bobby Voelker,Record: 24-12-0,"6' 0""",75,5.84,4.01,Orthodox,35,42.0,0.0,50,1.04,66,170
Jul 14 1974,Falaniko Vitale,Record: 29-10-0,"5' 10""",,3.68,1.88,Orthodox,49,47.0,0.0,33,0.72,86,185
Dec 05 1979,Marcos Vinicius,Record: 20-6-1,"5' 9""",70,2.91,1.93,Orthodox,49,47.0,0.5,0,0.0,25,125
May 06 1984,Brandon Visher,Record: 13-3-0,"5' 6""",68,3.76,2.55,Orthodox,45,42.0,0.0,20,0.67,0,135
May 08 1983,Danillo Villefort,Record: 13-4-0,"6' 1""",,2.4,2.86,Orthodox,37,68.0,1.7,66,1.71,33,185
Mar 23 1991,Yuri Villefort,Record: 6-3-0,"6' 0""",73,5.42,3.18,Orthodox,43,55.0,0.3,35,2.0,40,170
Oct 17 1975,Joey Villasenor,Record: 28-9-0,"6' 0""",,3.26,2.05,Orthodox,38,52.0,1.1,40,0.71,53,185
Jan 26 1987,Pablo Villaseca,Record: 12-3-0,"5' 7""",,3.25,2.79,,42,65.0,0.0,50,2.5,33,155
May 01 1970,Ruben Villareal,Record: 19-23-3,"6' 4""",,4.86,5.18,Orthodox,53,35.0,0.0,0,0.0,0,265
--,DeMarco Villalona,Record: 1-3-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Aug 18 1985,Gian Villante,Record: 17-11-0,"6' 3""",76,5.34,4.26,Orthodox,42,55.0,0.0,23,0.53,83,205
Oct 26 1979,Alejandro Villalobos,Record: 17-5-0,"5' 7""",,4.07,3.93,,46,67.0,0.0,50,1.0,0,145
Feb 14 1978,Steve Vigneault,Record: 12-6-0,"5' 10""",,5.75,2.19,Orthodox,28,44.0,0.0,0,0.0,100,185
Aug 26 1991,Ketlen Vieira,Record: 10-0-0,"5' 8""",68,3.69,2.62,Orthodox,36,56.0,0.8,57,2.21,92,135
Nov 26 1982,Reginaldo Vieira,Record: 14-5-0,"5' 7""",65,2.89,3.76,,40,59.0,0.8,27,1.97,25,135
Feb 23 1987,James Vick,Record: 13-3-0,"6' 3""",76,3.14,4.14,Orthodox,39,61.0,0.7,33,0.27,56,155
Oct 04 1978,Milton Vieira,Record: 13-8-2,"6' 0""",72,2.36,1.13,Orthodox,35,48.0,0.7,53,2.67,12,145
--,Vitor Vianna,Record: 12-1-1,--,,8.28,3.1,Orthodox,30,52.0,0.0,0,0.0,0,205
Jun 14 1992,Polyana Viana,Record: 10-3-0,"5' 5""",67,3.34,3.99,Orthodox,42,54.0,1.3,28,0.89,50,115
--,Guilherme Viana,Record: 7-3-0,"6' 4""",,2.72,2.92,,40,59.0,0.0,66,1.2,77,205
Sep 26 1982,Hugo Viana,Record: 8-4-0,"5' 6""",67,3.2,3.05,Orthodox,38,57.0,0.0,6,0.22,50,135
Sep 20 1993,Marvin Vettori,Record: 12-4-1,"6' 0""",74,2.96,3.41,Southpaw,39,64.0,0.9,43,1.63,73,185
Aug 03 1973,Renato Verissimo,Record: 7-5-0 (1 NC),"6' 1""",,1.87,0.92,Orthodox,48,47.0,2.5,30,1.46,50,170
Jul 26 1977,Bryan Vetell,Record: 4-3-0,"6' 3""",,2.13,2.74,Southpaw,60,41.0,0.0,0,0.0,0,265
--,Ernie Verdicia,Record: 0-1-0,"5' 11""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,199
Nov 09 1977,Joe Veres,Record: 4-3-0,"5' 7""",,5.55,0.0,Orthodox,0,27.0,0.0,0,0.0,0,155
Dec 02 1992,Marlon Vera,Record: 13-5-1,"5' 8""",70,3.92,3.3,Switch,45,52.0,1.3,37,0.77,68,135
--,Kerry Vera,Record: 2-0-0,"5' 7""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,135
Oct 10 1977,Brandon Vera,Record: 12-7-0 (1 NC),"6' 3""",76,2.81,3.03,Orthodox,56,52.0,0.2,53,0.7,59,230
Nov 17 1972,Scott Ventimiglia,Record: 14-6-1,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
Mar 09 1971,Jerrel Venetiaan,Record: 4-3-0 (1 NC),"6' 1""",,1.51,0.81,Orthodox,33,67.0,0.0,0,0.0,60,195
Jan 16 1996,Luigi Vendramini,Record: 8-1-0,"5' 8""",,2.37,0.63,Orthodox,23,53.0,2.4,0,0.0,0,170
Jul 03 1985,Karlos Vemola,Record: 10-4-0,"6' 0""",75,2.13,1.67,Orthodox,44,37.0,1.7,25,1.93,31,185
Dec 18 1988,Bojan Velickovic,Record: 15-6-1,"6' 0""",76,2.31,2.18,Southpaw,34,57.0,0.5,25,0.67,55,170
--,David Velasquez,Record: 10-9-0,"5' 5""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,145
--,Joe Vedepo,Record: 11-5-0,"6' 0""",,5.71,1.43,Orthodox,42,38.0,0.0,20,1.07,0,185
Jul 28 1982,Cain Velasquez,Record: 14-3-0,"6' 1""",77,2.33,6.37,Orthodox,57,57.0,0.4,45,5.13,85,240
May 31 1981,Matt Veach,Record: 15-4-0,"5' 11""",,4.91,1.12,Orthodox,28,44.0,1.5,38,3.64,100,155
Jul 16 1977,Javier Vazquez,Record: 16-5-0,"5' 7""",69,1.99,2.43,Southpaw,36,72.0,1.5,52,2.56,57,145
Nov 19 1993,Manny Vazquez,Record: 11-2-0,"5' 10""",72,2.67,1.47,Orthodox,41,48.0,1.0,33,1.0,0,125
Dec 02 1983,Billy Vaughan,Record: 11-9-0,"5' 6""",,1.36,0.0,,0,50.0,0.0,0,0.0,0,155
--,Yuri Vaulin,Record: 0-1-0,"6' 4""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,197
Jun 03 1983,Linton Vassell,Record: 18-5-0 (1 NC),"6' 4""",,2.13,3.39,,37,54.0,0.0,50,2.46,50,205
Mar 23 1986,Guilherme Vasconcelos,Record: 3-2-0,"6' 0""",74,4.4,3.27,Orthodox,29,70.0,0.0,0,0.0,0,185
Oct 12 1984,Jamie Varner,Record: 21-11-1 (2 NC),"5' 8""",72,2.55,2.92,Orthodox,34,58.0,0.8,53,3.49,66,155
--,Paul Varelans,Record: 9-9-0,"6' 8""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,300
Mar 26 1994,Paige VanZant,Record: 8-4-0,"5' 4""",65,2.63,3.4,Orthodox,52,43.0,1.0,33,1.31,35,115
Mar 21 1990,Austin Vanderford,Record: 4-0-0,"5' 11""",74,5.19,3.9,Orthodox,52,45.0,1.9,0,0.0,100,170
--,Chad Vance,Record: 6-5-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,185
Mar 14 1992,Lando Vannata,Record: 10-3-2,"5' 9""",71,5.19,4.96,Orthodox,43,54.0,0.6,44,1.62,70,155
Mar 05 1972,Lloyd Van Dams,Record: 0-1-0,"6' 1""",,3.01,0.0,Southpaw,0,15.0,0.0,0,0.0,0,240
Jun 12 1986,Matt Van Buren,Record: 7-4-0,"6' 5""",76,6.82,7.73,,45,49.0,0.0,0,0.0,50,205
Jan 25 1943,Ron van Clief,Record: 0-1-0,"5' 10""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,190
Jun 20 1965,Mike van Arsdale,Record: 8-5-0,"6' 2""",,1.91,1.52,Switch,41,41.0,0.0,14,1.06,37,205
Apr 08 1978,Isaac Vallie-Flagg,Record: 14-6-1,"5' 8""",68,5.6,5.56,Orthodox,47,45.0,0.0,12,0.2,58,155
--,Andrew Valladerez,Record: 2-4-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,135
--,Victor Valimaki,Record: 16-8-0,"6' 0""",,2.99,3.94,Orthodox,30,67.0,0.0,14,0.9,0,205
--,Victor Valenzuela,Record: 11-6-2,"5' 10""",,2.55,1.28,,100,0.0,0.0,0,0.0,0,155
Oct 31 1974,Charlie Valencia,Record: 12-7-0,"5' 3""",64,2.61,2.58,Orthodox,37,77.0,0.5,53,1.4,75,135
--,Egidijus Valavicius,Record: 20-9-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,200
Jun 19 1983,Richie Vaculik,Record: 10-5-0,"5' 6""",69,4.09,3.69,Orthodox,46,57.0,1.0,45,3.0,31,125
Sep 08 1976,Yasuhiro Urushitani,Record: 19-6-6,"5' 5""",,4.71,3.47,Southpaw,39,65.0,0.0,0,0.0,80,125
May 11 1987,Kamaru Usman,Record: 15-1-0,"6' 0""",76,1.6,4.2,Switch,54,57.0,0.2,50,3.96,100,170
Sep 26 1985,Nick Urso,Record: 10-3-0 (1 NC),"5' 6""",66,5.06,3.61,Southpaw,45,36.0,0.0,0,0.0,0,125
Oct 09 1993,Elias Urbina,Record: 3-1-0,"6' 3""",77,6.17,3.85,Southpaw,37,50.0,0.0,0,0.0,0,185
Sep 17 1987,Hector Urbina,Record: 25-10-1,"5' 11""",73,2.44,0.97,Orthodox,38,39.0,3.8,0,0.0,38,170
Jun 20 1981,Kengo Ura,Record: 10-8-2,"5' 9""",,2.38,1.05,,37,48.0,1.4,28,2.85,50,165
--,Zach Underwood,Record: 8-4-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,185
May 08 1975,Caol Uno,Record: 26-15-5,"5' 7""",70,1.9,1.91,Southpaw,49,50.0,0.5,31,1.95,37,155
--,Jeremy Umphries,Record: 5-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,160
Sep 11 1982,Gasan Umalatov,Record: 15-5-1,"5' 11""",71,4.1,2.23,Orthodox,39,59.0,0.0,17,0.75,90,170
--,Andy Uhrich,Record: 6-3-0,"6' 0""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Apr 17 1976,Ryuki Ueyama,Record: 11-13-5 (1 NC),"5' 11""",,1.4,0.13,Southpaw,21,46.0,1.5,100,0.5,0,180
Aug 04 1985,Christian Uflacker,Record: 3-0-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Aug 08 1984,Alberto Uda,Record: 9-2-0,"6' 3""",77,3.49,1.79,Orthodox,52,45.0,0.0,50,2.83,66,185
Nov 09 1985,Marcin Tybura,Record: 17-4-0,"6' 3""",78,2.99,3.6,Orthodox,52,52.0,0.1,61,1.61,79,249
Sep 25 1990,Austin Tweedy,Record: 10-1-0,"5' 9""",68,6.43,4.29,Orthodox,66,0.0,0.0,0,0.0,0,155
--,Courtney Turner,Record: 0-3-0,"6' 2""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
May 18 1995,Jalin Turner,Record: 8-5-0,"6' 3""",77,4.69,5.66,Southpaw,45,48.0,0.6,100,0.61,71,155
Jun 05 1993,Ricky Turcios,Record: 8-1-0,"5' 9""",71,4.07,7.33,Orthodox,37,64.0,0.0,0,0.0,0,135
Dec 26 1991,Albert Tumenov,Record: 17-4-0,"5' 11""",73,3.34,3.76,Orthodox,42,58.0,0.0,20,0.2,75,170
Jun 14 1969,Teila Tuli,Record: 0-1-0,"6' 0""",,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,430
Jan 15 1991,Zubaira Tukhugov,Record: 18-4-0,"5' 8""",68,2.09,2.53,Orthodox,35,69.0,0.0,46,2.13,100,145
Mar 16 1993,Tai Tuivasa,Record: 10-1-0,"6' 2""",75,3.06,4.42,Southpaw,52,59.0,0.0,0,0.0,100,264
--,Blair Tugman,Record: 10-6-0,"6' 0""",,0.93,2.25,,53,50.0,0.0,60,7.5,0,135
--,Tom Tuggle,Record: 0-3-0,"6' 2""",,2.14,0.0,Orthodox,0,0.0,0.0,100,32.14,0,250
Apr 17 1986,Jumabieke Tuerxun,Record: 17-3-1,"5' 7""",67,3.08,1.6,Orthodox,28,59.0,0.9,11,0.47,66,135
Jun 17 1986,Gavin Tucker,Record: 10-1-0,"5' 6""",66,5.07,2.6,Southpaw,31,53.0,0.5,20,0.5,42,145
Aug 28 1984,Jon Tuck,Record: 10-5-0,"5' 11""",73,3.74,3.0,Orthodox,40,60.0,1.0,33,0.42,50,155
Oct 11 1996,Arman Tsarukyan,Record: 13-1-0,"5' 7""",72,0.0,0.0,Orthodox,0,0.0,0.0,0,0.0,0,155
Sep 08 1975,Chris Tuchscherer,Record: 21-4-0 (1 NC),"6' 2""",76,3.17,1.35,Orthodox,31,47.0,0.6,18,1.19,0,258
Sep 18 1983,Abel Trujillo,Record: 15-8-0 (1 NC),"5' 8""",70,2.31,2.65,Orthodox,41,59.0,0.4,45,2.18,40,155
Jan 01 1982,Reynaldo Trujillo,Record: 8-7-0,"5' 9""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Aaron Trujillo,Record: 0-1-0,"5' 5""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,125
Jan 25 1983,Tor Troeng,Record: 16-7-1,"6' 2""",77,3.26,1.16,Orthodox,46,32.0,0.3,7,0.62,66,185
Dec 31 1991,Michael Trizano,Record: 9-0-0,"5' 11""",73,1.73,3.1,Orthodox,54,67.0,1.0,50,0.5,86,155
Aug 23 1979,Damien Trites,Record: 7-6-0,"5' 11""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,165
Aug 24 1978,Francisco Trinaldo,Record: 23-6-0,"5' 9""",70,2.47,3.27,Southpaw,45,60.0,0.5,45,1.17,63,155
May 07 1972,Frank Trigg,Record: 21-9-0,"5' 9""",71,1.9,2.79,Southpaw,46,56.0,0.8,47,2.35,75,170
Jun 10 1993,Angelo Trevino,Record: 7-2-0,"5' 11""",,3.9,5.19,Switch,54,47.0,0.0,0,0.0,100,170
Dec 17 1981,Francisco Trevino,Record: 12-2-0,"5' 9""",70,2.42,2.65,Orthodox,42,64.0,0.0,22,0.97,41,155
--,Alexander Trevino,Record: 5-2-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
Apr 11 1983,Bryan Travers,Record: 14-3-0,--,,3.93,2.33,,48,55.0,0.0,28,2.0,63,155
Sep 16 1968,Roberto Traven,Record: 6-4-1,"6' 3""",,2.77,0.92,Orthodox,50,57.0,0.0,0,0.0,0,227
--,Minoru Toyonaga,Record: 2-5-0,"5' 11""",,0.0,0.0,Southpaw,0,0.0,0.0,0,0.0,0,195
Sep 28 1989,Salim Touahri,Record: 10-3-0,"5' 10""",72,2.63,2.3,Orthodox,45,58.0,0.0,0,0.0,81,170
Aug 02 1992,Jose Torres,Record: 8-1-0,"5' 4""",65,9.84,4.37,Orthodox,36,50.0,0.0,33,1.28,75,125
Oct 29 1982,Abram Torres,Record: 4-3-0,"5' 10""",,0.0,0.0,,0,0.0,0.0,0,0.0,0,170
May 29 1988,Alex Torres,Record: 2-2-0,"5' 10""",70,2.73,2.47,Orthodox,37,69.0,0.0,22,2.0,50,145
Aug 16 1989,Tecia Torres,Record: 10-4-0,"5' 1""",60,3.23,4.18,Orthodox,48,64.0,0.1,16,0.75,50,115
--,Haven Torres,Record: 0-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,125
Aug 13 1975,Ronys Torres,Record: 22-4-0,"5' 7""",,1.93,0.87,Orthodox,26,57.0,0.5,47,4.0,16,155
Jan 18 1981,Miguel Torres,Record: 39-5-0,"5' 9""",76,1.86,3.98,Orthodox,43,74.0,1.6,0,0.0,17,135
Jul 31 1978,Anthony Torres,Record: 5-2-0,"5' 8""",,7.52,3.54,Orthodox,48,45.0,2.2,0,0.0,100,170
--,Carl Toomey,Record: 3-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,
--,Masanori Tonooka,Record: 1-2-0,"5' 8""",,1.09,0.16,Orthodox,5,36.0,0.0,0,0.0,0,185
Mar 31 1983,Tyler Toner,Record: 12-3-0 (1 NC),"5' 8""",70,2.13,2.95,Orthodox,52,62.0,0.4,0,0.0,54,145
Aug 24 1968,James Toney,Record: 0-1-0,"5' 9""",,2.41,0.0,Orthodox,0,27.0,0.0,0,0.0,0,220
Feb 17 1990,Anatoly Tokov,Record: 25-2-0,"5' 10""",,0.54,3.51,,72,66.0,0.0,100,2.03,100,185
Nov 30 1987,Andrew Todhunter,Record: 8-0-0,"6' 0""",72,0.0,0.0,Switch,0,0.0,0.0,0,0.0,0,185
Mar 04 1987,Kazuki Tokudome,Record: 12-6-1,"5' 11""",73,3.63,2.26,Southpaw,41,53.0,0.0,38,2.0,78,155
Aug 22 1977,Hideo Tokoro,Record: 30-25-1,"5' 7""",,2.01,1.78,Orthodox,37,65.0,2.3,34,0.87,44,135
--,Ryan Tobar,Record: 3-3-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,155
--,Brett Tillis,Record: 0-0-0,--,,0.0,0.0,,0,0.0,0.0,0,0.0,0,145
May 17 1988,Nolan Ticman,Record: 4-3-0,"5' 6""",69,2.53,2.57,Orthodox,47,67.0,0.0,0,0.0,60,125
Dec 24 1992,Darren Till,Record: 17-2-1,"6' 0""",74,3.09,2.41,Southpaw,46,60.0,0.0,40,0.61,83,170
Feb 01 1982,Chris Tickle,Record: 7-5-0,"5' 9""",,1.13,1.07,,40,43.0,2.0,25,1.0,20,155
Oct 07 1983,Gleison Tibau,Record: 40-14-0,"5' 10""",71,2.51,1.95,Southpaw,31,63.0,0.8,53,4.08,92,155
May 24 1984,Josh Thornburg,Record: 7-5-0,"6' 0""",,3.13,1.2,,50,38.0,2.0,66,2.0,42,170
Mar 14 1984,Simeon Thoresen,Record: 17-4-1,"6' 1""",79,3.85,3.85,Orthodox,43,64.0,1.7,40,1.12,50,170
Sep 21 1978,Josh Thomson,Record: 21-8-0 (1 NC),"5' 10""",71,2.12,2.59,Orthodox,47,64.0,1.3,39,1.92,54,155
Feb 11 1983,Stephen Thompson,Record: 14-4-1,"6' 0""",75,2.54,3.52,Orthodox,42,60.0,0.0,45,0.39,78,170
Jan 02 1980,Oli Thompson,Record: 9-4-0,"6' 1""",75,5.31,1.66,Orthodox,46,46.0,0.5,0,0.0,50,242
